1	0	0	Vaccination must be made compulsory	It is the state’s duty to protect its community 
1	0	0	Vaccination must be made compulsory	The state must keep it's community safe.
1	0	0	Vaccination must be made compulsory	The safety of the community is the state's priority.
0	0	0	Vaccination must be made compulsory	Compulsory vaccination violates the individuals’ right to bodily integrity
0	0	0	Vaccination must be made compulsory	Individuals have the right to refuse vaccinations.
0	0	0	Vaccination must be made compulsory	People's bodies are there own, and they have the right to refuse to be vaccinated.
1	0	0	Vaccination must be made compulsory	Compulsory vaccines are a financial relief on the health system  
1	0	0	Vaccination must be made compulsory	The impacts of unvaccinated populations stain the financial resources of the healthcare system.
1	0	0	Vaccination must be made compulsory	A fully vaccinated population lesses the financial stress of the health system.
1	0	0	Vaccination must be made compulsory	Duty to protect the child
1	0	0	Vaccination must be made compulsory	Children must be protected.
1	0	0	Vaccination must be made compulsory	It is the duty of the state to protect children.
0	0	0	Vaccination must be made compulsory	It is a parental right to decide about vaccinations for a child
0	0	0	Vaccination must be made compulsory	Parents have the right to make the decision about vaccinations for their children.
0	0	0	Vaccination must be made compulsory	By making vaccinations mandatory, it takes away the rights of the parent.
0	0	0	Vaccination must be made compulsory	Vaccines have severe side effects 
0	0	0	Male infant circumcision is tantamount to child abuse	Parents have the right to use their best judgment, in the light of medical advice, as to what is in the best interest of their child 
0	0	0	Male infant circumcision is tantamount to child abuse	Parents know what best for thier child 
0	0	0	Male infant circumcision is tantamount to child abuse	Parents have the right to make the decisions for their child
1	0	0	School Day Should Be Extended	Lessons would feel less broken.
0	0	0	School Day Should Be Extended	Not enough fundng...
1	0	0	School Day Should Be Extended	So much easier for parents!
1	0	0	School Day Should Be Extended	Less need for homework.
1	0	0	School Day Should Be Extended	Time to finish activities
1	0	0	punishment should fit the criminal	It will cause less re-offenders.
1	0	0	punishment should fit the criminal	Adequate punishment reduces future offenses.
1	0	0	punishment should fit the criminal	Just punishment will lead to less criminals re-offending. 
0	0	0	punishment should fit the criminal	The onus should not be on punishing the criminal.
0	0	0	punishment should fit the criminal	Punishment should not be the primary focus.
0	0	0	punishment should fit the criminal	Our  main goal should not be punishing the criminal. 
1	0	0	A government has the obligation to lessen the economic gap between its rich and poor citizens	True individual freedom cannot exist without economic security and independence
1	0	0	A government has the obligation to lessen the economic gap between its rich and poor citizens	The Rich Poor Gap Silences the Political Voice of the Poor
1	0	0	Trade is better than aid	Trade provides developing countries with an important basis for their own improvement.
1	0	0	Trade is better than aid	Trade allows the other country an opportunity to grow.
1	0	0	Trade is better than aid	Trade  provides the opportunity to advance oneself to the developing country.
0	0	0	Trade is better than aid	Trade requires infrastructure
0	0	0	Trade is better than aid	Trade can replace aid with the proper infrastructure.
1	0	0	Trade is better than aid	Trade is a long-term basis for international co-operation.
1	0	0	Trade is better than aid	Trade works to form a long-term working relationship.
1	0	0	Trade is better than aid	Trade works to strengthen bonds between countries in the long term.
0	0	0	Trade is better than aid	Trade may not help those most in need.
0	0	0	Trade is better than aid	Trade may not provide immediate relief.
0	0	0	Trade is better than aid	Trade does not allocate resources effectively
0	0	0	Trade is better than aid	Resources are best allocated with aid instead of free trade.
0	0	0	Trade is better than aid	Aid uses resources more efficiently than free trade.
0	0	0	Trade is better than aid	Free trade is dangerous
0	0	0	Trade is better than aid	Free trade is more dangerous than aid.
0	0	0	Trade is better than aid	Aid is less dangerous than free trade.
1	0	0	Trade is better than aid	Systemic aid' is detrimental to African society
1	0	0	Trade is better than aid	Despite attempts at aid it has only been detrimental to Africa.
1	0	0	We Should Question Authorities	Why is the authority figure there?
1	0	0	China should be allowed more control over its own seas	Sovereignty of the Seas
1	0	0	China should be allowed more control over its own seas	China should have freedom of the seas.
1	0	0	Islamic State/Daesh is the most significant threat to the west	Daesh and the Syrian civil war is nurture terrorism for export 
0	0	0	Islamic State/Daesh is the most significant threat to the west	There are other larger threats.
0	0	0	Islamic State/Daesh is the most significant threat to the west	More significant threats than the Islamic State exist for the west.
0	0	0	Islamic State/Daesh is the most significant threat to the west	The Islamic State is not the biggest concern for the western world.
0	0	0	Islamic State/Daesh is the most significant threat to the west	There are more important threats to focus on
0	0	0	Islamic State/Daesh is the most significant threat to the west	The west is insulated by distance from Daesh
1	0	0	All patents should be removed on anti-retroviral drugs to fight AIDS	Patents on ARVs prevent drug companies from collaborating in the search for a cure for AIDS
1	0	0	Raise The School Leaving Age To 18	More education brings more opportunities
1	0	0	Raise The School Leaving Age To 18	The more education you have the more opportunities
1	0	0	Raise The School Leaving Age To 18	Opportunities are influenced by education
1	0	0	Raise The School Leaving Age To 18	The longer they are educated, the more opportunities they get
1	0	0	Raise The School Leaving Age To 18	With more education comes more opportunities
1	0	0	Raise The School Leaving Age To 18	Raising the school learning age promotes equal opportunities
0	0	0	Raise The School Leaving Age To 18	There are cases where leaving school early is necessary
0	0	0	Raise The School Leaving Age To 18	Forced education achieves little
0	0	0	Raise The School Leaving Age To 18	Education that is forced does little.
0	0	0	Raise The School Leaving Age To 18	Little is accomplished when education is forced.
0	0	0	Raise The School Leaving Age To 18	Not all skills are best learnt in a classroom environment.
0	0	0	Raise The School Leaving Age To 18	Some skills are better learned outside the classroom.
0	0	0	Raise The School Leaving Age To 18	The classroom environment is not ideal for all lessons.
1	0	0	Raise The School Leaving Age To 18	Raising the school-leaving age is a crucial investment in society's future
1	0	0	Raise The School Leaving Age To 18	Society's future depends on raising the school-leaving age.
1	0	0	Raise The School Leaving Age To 18	A good investment in society would be to raise the school leaving age.
1	0	0	All countries should have the right to pursue a nuclear defence	Thus the super power model will be broken and small countries will be finally given the chance to have political independence without the need of protection from a ‘big brother’.
